time, q0, q1, q2, q3, wx, wy, wz
7359.877382, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7365.714349, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7372.051202, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7379.276770, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7386.502338, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7392.144535, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7398.367170, -0.000012, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7405.702696, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7412.252678, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7419.129754, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7426.006830, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7432.883906, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7438.719497, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7444.858628, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7451.896715, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7459.407750, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7464.748445, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7470.957733, -0.000012, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7478.609738, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7484.835195, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7491.708736, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7498.973047, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7504.810015, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7511.146867, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7518.372435, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7525.598003, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7531.240200, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7537.462836, -0.000012, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7544.798361, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7551.348344, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7558.225420, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7565.102496, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7571.979572, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
7577.815162, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7583.954293, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7590.992380, -0.000011, 0.198669, 0.000300, 0.980066, -0.000000, -0.000000, 0.000000
7598.503415, -0.000011, 0.198669, 0.000300, 0.980066, -0.000001, -0.000000, 0.000000
